Id,SalePrice
2220,78994
2221,322829
2222,293043
2223,291840
2224,210841
2225,124717
2226,187556
2227,196736
2228,271161
2229,256410
2230,152563
2231,215221
2232,186366
2233,181632
2234,242442
2235,226962
2236,257081
2237,308261
2238,193304
2239,115481
2240,158804
2241,164921
2242,129555
2243,136650
2244,107290
2245,104734
2246,143067
2247,118732
2248,123769
2249,120396
2250,131695
2251,99031
2252,194357
2253,154814
2254,176329
2255,187479
2256,171472
2257,209005
2258,156025
2259,176079
2260,152154
2261,188910
2262,214014
2263,378283
2264,515593
2265,175250
2266,306177
2267,378382
2268,423193
2269,152246
2270,205270
2271,215837
2272,195744
2273,164131
2274,187134
2275,166034
2276,189396
2277,188033
2278,150765
2279,131101
2280,122505
2281,172169
2282,187489
2283,111256
2284,117068
2285,141103
2286,125785
2287,375658
2288,277078
2289,360593
2290,466849
2291,339656
2292,444398
2293,477500
2294,410003
2295,474387
2296,296656
2297,356719
2298,365666
2299,350527
2300,331240
2301,313598
2302,245854
2303,238821
2304,253465
2305,202286
2306,196639
2307,203663
2308,230360
2309,288695
2310,215108
2311,205715
2312,176266
2313,177103
2314,179114
2315,182750
2316,197417
2317,188059
2318,183943
2319,187207
2320,184132
2321,237002
2322,185856
2323,195684
2324,183141
2325,218311
2326,173987
2327,204932
2328,225880
2329,194775
2330,186115
2331,341147
2332,392592
2333,313407
2334,262568
2335,283527
2336,304769
2337,202083
2338,258596
2339,229375
2340,399019
2341,218188
2342,230571
2343,229747
2344,221919
2345,238769
2346,211827
2347,199990
2348,242342
2349,186178
2350,314390
2351,274145
2352,255394
2353,248324
2354,145850
2355,148887
2356,155932
2357,189811
2358,204514
2359,133894
2360,113633
2361,150405
2362,277082
2363,144297
2364,159654
2365,215351
2366,194243
2367,223472
2368,218522
2369,221646
2370,165995
2371,167039
2372,195072
2373,288418
2374,324586
2375,257110
2376,307881
2377,341946
2378,152566
2379,201765
2380,155749
2381,179936
2382,212732
2383,209772
2384,253238
2385,158602
2386,131506
2387,135528
2388,105991
2389,119377
2390,150988
2391,147635
2392,118767
2393,172098
2394,144776
2395,219900
2396,141821
2397,242856
2398,131152
2399,68813
2400,65356
2401,131082
2402,143214
2403,156243
2404,157567
2405,165497
2406,144937
2407,128672
2408,154455
2409,122879
2410,171892
2411,115183
2412,159399
2413,132298
2414,172045
2415,146720
2416,132144
2417,138750
2418,135241
2419,129047
2420,122037
2421,159804
2422,109017
2423,120577
2424,159854
2425,203844
2426,139447
2427,133542
2428,177485
2429,113144
2430,135624
2431,110789
2432,151229
2433,147433
2434,143363
2435,151395
2436,109363
2437,107596
2438,121985
2439,107079
2440,128109
2441,93315
2442,101520
2443,130329
2444,138710
2445,94922
2446,144983
2447,181402
2448,125490
2449,119186
2450,156408
2451,123076
2452,201959
2453,97544
2454,129479
2455,123847
2456,145170
2457,140737
2458,133260
2459,117120
2460,144123
2461,128315
2462,140405
2463,131105
2464,183205
2465,145379
2466,125992
2467,126305
2468,87132
2469,86376
2470,192208
2471,212660
2472,163705
2473,112174
2474,70894
2475,225881
2476,113908
2477,128011
2478,166921
2479,102498
2480,154154
2481,117793
2482,124618
2483,109716
2484,122693
2485,126522
2486,154759
2487,175028
2488,171725
2489,159826
2490,140283
2491,102912
2492,204563
2493,161468
2494,155865
2495,91735
2496,246619
2497,163241
2498,111394
2499,87045
2500,131210
2501,147621
2502,150345
2503,100312
2504,197620
2505,229416
2506,248801
2507,288359
2508,246692
2509,222324
2510,219662
2511,176109
2512,211285
2513,225135
2514,255185
2515,154165
2516,176966
2517,151804
2518,157603
2519,242979
2520,216872
2521,188769
2522,229378
2523,122609
2524,137044
2525,150566
2526,143192
2527,111767
2528,129685
2529,142980
2530,122597
2531,258097
2532,227569
2533,197687
2534,240252
2535,299170
2536,237863
2537,250652
2538,184350
2539,184758
2540,186194
2541,181844
2542,169702
2543,125403
2544,126558
2545,141896
2546,133069
2547,136563
2548,165067
2549,164252
2550,836383
2551,142795
2552,136562
2553,76857
2554,94182
2555,122292
2556,103788
2557,110041
2558,141268
2559,148166
2560,156342
2561,147358
2562,143945
2563,150968
2564,200280
2565,147173
2566,164210
2567,137106
2568,203766
2569,238538
2570,118855
2571,197204
2572,152209
2573,224587
2574,327039
2575,133269
2576,118538
2577,147198
2578,82698
2579,63300
2580,99673
2581,114091
2582,119915
2583,289477
2584,185881
2585,194509
2586,233862
2587,200168
2588,135667
2589,152923
2590,201645
2591,236383
2592,221133
2593,254488
2594,177935
2595,206524
2596,284308
2597,194567
2598,288539
2599,354081
2600,176543
2601,150766
2602,87093
2603,96714
2604,97215
2605,82671
2606,149668
2607,200741
2608,198364
2609,174232
2610,111227
2611,125534
2612,165841
2613,129251
2614,121167
2615,157925
2616,148995
2617,195627
2618,220256
2619,211803
2620,189820
2621,175819
2622,184281
2623,242300
2624,317613
2625,304328
2626,175541
2627,157938
2628,486013
2629,513868
2630,378444
2631,484633
2632,411486
2633,310463
2634,436760
2635,163602
2636,171902
2637,187159
2638,267575
2639,185999
2640,153633
2641,102609
2642,192337
2643,108427
2644,121840
2645,114272
2646,99820
2647,106678
2648,144089
2649,158261
2650,130808
2651,142206
2652,403499
2653,252902
2654,263053
2655,419685
2656,324327
2657,368168
2658,316473
2659,305098
2660,375126
2661,354487
2662,379427
2663,291990
2664,281013
2665,323328
2666,287095
2667,177571
2668,182098
2669,188617
2670,276625
2671,188055
2672,197956
2673,204485
2674,199468
2675,182106
2676,195650
2677,207401
2678,242116
2679,269027
2680,290871
2681,388372
2682,316241
2683,510637
2684,307463
2685,327199
2686,262127
2687,307493
2688,219149
2689,208910
2690,416348
2691,193156
2692,149666
2693,204703
2694,145789
2695,197828
2696,186086
2697,189298
2698,190637
2699,176543
2700,160658
2701,155643
2702,116516
2703,134331
2704,148040
2705,116952
2706,111911
2707,128287
2708,136908
2709,106408
2710,130134
2711,301161
2712,384258
2713,178931
2714,149421
2715,180226
2716,147926
2717,202274
2718,217816
2719,159584
2720,177265
2721,134666
2722,162984
2723,139754
2724,130629
2725,129371
2726,155037
2727,170402
2728,192092
2729,154476
2730,156255
2731,132744
2732,140061
2733,168545
2734,151359
2735,141953
2736,147940
2737,127938
2738,146086
2739,156658
2740,142795
2741,153993
2742,161862
2743,162030
2744,168408
2745,144582
2746,144576
2747,150078
2748,125237
2749,135574
2750,130226
2751,143232
2752,196920
2753,150939
2754,207917
2755,145011
2756,98148
2757,73502
2758,97255
2759,173107
2760,129602
2761,144578
2762,149237
2763,182683
2764,155292
2765,294030
2766,138502
2767,90149
2768,133953
2769,136027
2770,138009
2771,106762
2772,109842
2773,181668
2774,154835
2775,112922
2776,146864
2777,150806
2778,105364
2779,128061
2780,99332
2781,98706
2782,102710
2783,104362
2784,121751
2785,142636
2786,69281
2787,130746
2788,77137
2789,176379
2790,98225
2791,109616
2792,66579
2793,160658
2794,97012
2795,124463
2796,103113
2797,219325
2798,107232
2799,116669
2800,68441
2801,111047
2802,132591
2803,188571
2804,140363
2805,104933
2806,85381
2807,164078
2808,152245
2809,134329
2810,128369
2811,165169
2812,170802
2813,168311
2814,167849
2815,103692
2816,233395
2817,157271
2818,137647
2819,174963
2820,145768
2821,109693
2822,205951
2823,344810
2824,183408
2825,155223
2826,143953
2827,143373
2828,227821
2829,211353
2830,242224
2831,173764
2832,254911
2833,313713
2834,232218
2835,236799
2836,192905
2837,154786
2838,158253
2839,179375
2840,206770
2841,208125
2842,240296
2843,153503
2844,171523
2845,130158
2846,214688
2847,213784
2848,227839
2849,201902
2850,273365
2851,221945
2852,243733
2853,236546
2854,141711
2855,202030
2856,205686
2857,190005
2858,209303
2859,112380
2860,125181
2861,134931
2862,200600
2863,132382
2864,261691
2865,145084
2866,149507
2867,106346
2868,102916
2869,104863
2870,126314
2871,83704
2872,54863
2873,101318
2874,145061
2875,115296
2876,165515
2877,161875
2878,165267
2879,140606
2880,105339
2881,152234
2882,191689
2883,203062
2884,202494
2885,192183
2886,239059
2887,95591
2888,147887
2889,59362
2890,82592
2891,140601
2892,50662
2893,83121
2894,61176
2895,347717
2896,288534
2897,221708
2898,159408
2899,212151
2900,162412
2901,222179
2902,185920
2903,320197
2904,352097
2905,83594
2906,194591
2907,117797
2908,129734
2909,163001
2910,80651
2911,86356
2912,145790
2913,82065
2914,82213
2915,90973
2916,85811
2917,179242
2918,120637
2919,221965
